# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	7541	8737	-	WP_166328100.1	WP_166328100.1		RNA polymerase subunit sigma-24			G7066_RS00040	1197	398	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	8740	9093	-							G7066_RS00045	354		old_locus_tag=G7066_00045
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	8740	9093	-	WP_166328102.1	WP_166328102.1		YciI family protein			G7066_RS00045	354	117	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	9299	9952	+							G7066_RS00050	654		old_locus_tag=G7066_00050
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	9299	9952	+	WP_166328104.1	WP_166328104.1		SMI1/KNR4 family protein			G7066_RS00050	654	217	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	10308	11390	+							G7066_RS00055	1083		old_locus_tag=G7066_00055
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	10308	11390	+	WP_244303094.1	WP_244303094.1		IS1249 family transposase			G7066_RS00055	1083	360	
gene	tRNA	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	11544	11626	-							G7066_RS00060	83		old_locus_tag=G7066_00060
tRNA		GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	11544	11626	-				tRNA-Leu			G7066_RS00060	83		anticodon=CAG
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	11879	12724	+							G7066_RS00065	846		old_locus_tag=G7066_00065
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	11879	12724	+	WP_166328108.1	WP_166328108.1		DUF3662 domain-containing protein			G7066_RS00065	846	281	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	12721	13329	+							G7066_RS00070	609		old_locus_tag=G7066_00070
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	12721	13329	+	WP_166328110.1	WP_166328110.1		FHA domain-containing protein			G7066_RS00070	609	202	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	13332	14582	+							G7066_RS00075	1251		old_locus_tag=G7066_00075
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	13332	14582	+	WP_205881473.1	WP_205881473.1		Stp1/IreP family PP2C-type Ser/Thr phosphatase			G7066_RS00075	1251	416	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	14575	15975	+							G7066_RS00080	1401		old_locus_tag=G7066_00080
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	14575	15975	+	WP_166328112.1	WP_166328112.1		FtsW/RodA/SpoVE family cell cycle protein			G7066_RS00080	1401	466	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	16005	17459	+							G7066_RS00085	1455		old_locus_tag=G7066_00085
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	16005	17459	+	WP_244303096.1	WP_244303096.1		penicillin-binding protein			G7066_RS00085	1455	484	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	17456	19216	+							G7066_RS00090	1761		old_locus_tag=G7066_00090
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	17456	19216	+	WP_166328116.1	WP_166328116.1		protein kinase			G7066_RS00090	1761	586	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	19271	21001	+					pknB		G7066_RS00095	1731		old_locus_tag=G7066_00095
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	19271	21001	+	WP_166328118.1	WP_166328118.1		Stk1 family PASTA domain-containing Ser/Thr kinase	pknB		G7066_RS00095	1731	576	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	20998	21637	-							G7066_RS00100	640		pseudo;old_locus_tag=G7066_00100
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	20998	21637	-				gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			G7066_RS00100	640		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	21634	21792	-							G7066_RS00105	159		old_locus_tag=G7066_00105
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	21634	21792	-	WP_166328120.1	WP_166328120.1		hypothetical protein			G7066_RS00105	159	52	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	21792	22580	-							G7066_RS00110	789		old_locus_tag=G7066_00110
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	21792	22580	-	WP_166328122.1	WP_166328122.1		class E sortase			G7066_RS00110	789	262	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	22639	22914	+							G7066_RS00115	276		old_locus_tag=G7066_00115
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	22639	22914	+	WP_166328124.1	WP_166328124.1		cell division protein CrgA			G7066_RS00115	276	91	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	23042	23977	-							G7066_RS00120	936		old_locus_tag=G7066_00120
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	23042	23977	-	WP_166328126.1	WP_166328126.1		rhomboid family intramembrane serine protease			G7066_RS00120	936	311	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	23983	24492	-							G7066_RS00125	510		old_locus_tag=G7066_00125
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	23983	24492	-	WP_166328128.1	WP_166328128.1		peptidylprolyl isomerase			G7066_RS00125	510	169	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	24651	25154	+							G7066_RS00130	504		old_locus_tag=G7066_00130
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	24651	25154	+	WP_166328130.1	WP_166328130.1		DNA/RNA helicase			G7066_RS00130	504	167	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	25201	25665	-							G7066_RS00135	465		old_locus_tag=G7066_00135
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	25201	25665	-	WP_205881474.1	WP_205881474.1		NUDIX hydrolase			G7066_RS00135	465	154	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	25692	26726	-							G7066_RS00140	1035		old_locus_tag=G7066_00140
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	25692	26726	-	WP_166328134.1	WP_166328134.1		alpha/beta hydrolase			G7066_RS00140	1035	344	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	26748	27530	-							G7066_RS00145	783		old_locus_tag=G7066_00145
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	26748	27530	-	WP_244303097.1	WP_244303097.1		DUF4097 domain-containing protein			G7066_RS00145	783	260	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	27643	28283	-							G7066_RS00150	641		partial;pseudo;old_locus_tag=G7066_00150
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	27643	28283	-				response regulator transcription factor			G7066_RS00150	641		partial;pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	28271	29554	-							G7066_RS00155	1284		old_locus_tag=G7066_00155
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	28271	29554	-	WP_166328138.1	WP_166328138.1		sensor histidine kinase			G7066_RS00155	1284	427	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	29623	31371	-							G7066_RS00160	1749		old_locus_tag=G7066_00160
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	29623	31371	-	WP_166328140.1	WP_166328140.1		alpha/beta-hydrolase family protein			G7066_RS00160	1749	582	
gene	tRNA	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	31534	31606	-							G7066_RS00165	73		old_locus_tag=G7066_00165
tRNA		GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	31534	31606	-				tRNA-Ala			G7066_RS00165	73		anticodon=TGC
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	31696	32357	-							G7066_RS00170	662		partial;pseudo;old_locus_tag=G7066_00170
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	31696	32357	-				alpha-ketoglutarate-dependent dioxygenase AlkB			G7066_RS00170	662		partial;pseudo
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	32369	32880	-							G7066_RS00175	512		pseudo;old_locus_tag=G7066_00175
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	32369	32880	-				methylated-DNA--[protein]-cysteine S-methyltransferase			G7066_RS00175	512		pseudo
gene	tRNA	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	32905	32981	-							G7066_RS00180	77		old_locus_tag=G7066_00180
tRNA		GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	32905	32981	-				tRNA-Ile			G7066_RS00180	77		anticodon=GAT
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	33057	33464	-							G7066_RS00185	408		old_locus_tag=G7066_00185
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	33057	33464	-	WP_166328142.1	WP_166328142.1		DUF3566 domain-containing protein			G7066_RS00185	408	135	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	33457	35998	-					gyrA		G7066_RS00190	2542		pseudo;old_locus_tag=G7066_00190
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	33457	35998	-				DNA gyrase subunit A	gyrA		G7066_RS00190	2542		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	36015	38009	-					gyrB		G7066_RS00195	1995		old_locus_tag=G7066_00195
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	36015	38009	-	WP_166328144.1	WP_166328144.1		DNA topoisomerase (ATP-hydrolyzing) subunit B	gyrB		G7066_RS00195	1995	664	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	38254	38559	-							G7066_RS15380	306		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	38254	38559	-	WP_244303099.1	WP_244303099.1		DciA family protein			G7066_RS15380	306	101	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	38741	39919	-					recF		G7066_RS00205	1179		old_locus_tag=G7066_00205
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	38741	39919	-	WP_166328146.1	WP_166328146.1		DNA replication/repair protein RecF	recF		G7066_RS00205	1179	392	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	39928	41070	-					dnaN		G7066_RS00210	1143		old_locus_tag=G7066_00210
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	39928	41070	-	WP_166328148.1	WP_166328148.1		DNA polymerase III subunit beta	dnaN		G7066_RS00210	1143	380	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	41455	42822	-					dnaA		G7066_RS00215	1368		old_locus_tag=G7066_00215
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	41455	42822	-	WP_244303421.1	WP_244303421.1		chromosomal replication initiator protein DnaA	dnaA		G7066_RS00215	1368	455	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	43222	43359	+					rpmH		G7066_RS00220	138		old_locus_tag=G7066_00220
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	43222	43359	+	WP_010155609.1	WP_010155609.1		50S ribosomal protein L34	rpmH		G7066_RS00220	138	45	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	43446	43727	+					rnpA		G7066_RS00225	282		old_locus_tag=G7066_00225
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	43446	43727	+	WP_244303100.1	WP_244303100.1		ribonuclease P protein component	rnpA		G7066_RS00225	282	93	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	43780	44031	+					yidD		G7066_RS00230	252		old_locus_tag=G7066_00230
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	43780	44031	+	WP_166328152.1	WP_166328152.1		membrane protein insertion efficiency factor YidD	yidD		G7066_RS00230	252	83	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	44036	44988	+					yidC		G7066_RS00235	953		pseudo;old_locus_tag=G7066_00235
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	44036	44988	+				membrane protein insertase YidC	yidC		G7066_RS00235	953		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	44991	45494	+							G7066_RS00240	504		old_locus_tag=G7066_00240
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	44991	45494	+	WP_166328154.1	WP_166328154.1		DNA-binding protein			G7066_RS00240	504	167	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	45589	46221	+					rsmG		G7066_RS00245	633		old_locus_tag=G7066_00245
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	45589	46221	+	WP_166328156.1	WP_166328156.1		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	rsmG		G7066_RS00245	633	210	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	46214	47129	+							G7066_RS00250	916		pseudo;old_locus_tag=G7066_00250
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	46214	47129	+				AAA family ATPase			G7066_RS00250	916		pseudo
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	47132	48132	+							G7066_RS00255	1001		pseudo;old_locus_tag=G7066_00255
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	47132	48132	+				ParB/RepB/Spo0J family partition protein			G7066_RS00255	1001		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	48199	48654	+							G7066_RS00260	456		old_locus_tag=G7066_00260
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	48199	48654	+	WP_166328158.1	WP_166328158.1		SRPBCC family protein			G7066_RS00260	456	151	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	48950	49273	-					trxA		G7066_RS00265	324		old_locus_tag=G7066_00265
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	48950	49273	-	WP_166328160.1	WP_166328160.1		thioredoxin	trxA		G7066_RS00265	324	107	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	49300	50252	-					trxB		G7066_RS00270	953		pseudo;old_locus_tag=G7066_00270
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	49300	50252	-				thioredoxin-disulfide reductase	trxB		G7066_RS00270	953		pseudo
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	50327	52550	-							G7066_RS15385	2224		pseudo
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	50327	52550	-				DUF6049 family protein			G7066_RS15385	2224		pseudo
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	52603	54038	+							G7066_RS00285	1436		pseudo;old_locus_tag=G7066_00285
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	52603	54038	+				CCA tRNA nucleotidyltransferase			G7066_RS00285	1436		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	54038	54835	+							G7066_RS00290	798		old_locus_tag=G7066_00290
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	54038	54835	+	WP_166328166.1	WP_166328166.1		PIG-L family deacetylase			G7066_RS00290	798	265	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	54978	55340	+					rpsF		G7066_RS00295	363		old_locus_tag=G7066_00295
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	54978	55340	+	WP_166328168.1	WP_166328168.1		30S ribosomal protein S6	rpsF		G7066_RS00295	363	120	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	55344	55886	+					ssb		G7066_RS00300	543		old_locus_tag=G7066_00300
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	55344	55886	+	WP_166328170.1	WP_166328170.1		single-stranded DNA-binding protein	ssb		G7066_RS00300	543	180	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	55940	56200	+					rpsR		G7066_RS00305	261		old_locus_tag=G7066_00305
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	55940	56200	+	WP_087015192.1	WP_087015192.1		30S ribosomal protein S18	rpsR		G7066_RS00305	261	86	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	56214	56663	+					rplI		G7066_RS00310	450		old_locus_tag=G7066_00310
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	56214	56663	+	WP_166291457.1	WP_166291457.1		50S ribosomal protein L9	rplI		G7066_RS00310	450	149	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	57668	59044	+					dnaB		G7066_RS00315	1377		old_locus_tag=G7066_00315
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	57668	59044	+	WP_166328172.1	WP_166328172.1		replicative DNA helicase	dnaB		G7066_RS00315	1377	458	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	59151	59735	+							G7066_RS00320	585		old_locus_tag=G7066_00320
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	59151	59735	+	WP_166328174.1	WP_166328174.1		hypothetical protein			G7066_RS00320	585	194	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	59768	60058	+							G7066_RS00325	291		old_locus_tag=G7066_00325
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	59768	60058	+	WP_166328176.1	WP_166328176.1		ABC transporter ATP-binding protein			G7066_RS00325	291	96	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	60105	61441	-							G7066_RS15390	1337		pseudo
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	60105	61441	-				LssY C-terminal domain-containing protein			G7066_RS15390	1337		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	61761	67748	-							G7066_RS00340	5988		old_locus_tag=G7066_00340
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	61761	67748	-	WP_166328180.1	WP_166328180.1		LPXTG cell wall anchor domain-containing protein			G7066_RS00340	5988	1995	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	68218	68421	-							G7066_RS15395	204		
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	68218	68421	-	WP_244303102.1	WP_244303102.1		hypothetical protein			G7066_RS15395	204	67	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	68323	69273	+							G7066_RS00345	951		old_locus_tag=G7066_00345
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	68323	69273	+	WP_244303422.1	WP_244303422.1		ABC transporter substrate-binding protein			G7066_RS00345	951	316	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	69282	70255	+							G7066_RS00350	974		pseudo;old_locus_tag=G7066_00350
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	69282	70255	+				iron chelate uptake ABC transporter family permease subunit			G7066_RS00350	974		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	70248	71219	+							G7066_RS00355	972		old_locus_tag=G7066_00355
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	70248	71219	+	WP_244303104.1	WP_244303104.1		iron chelate uptake ABC transporter family permease subunit			G7066_RS00355	972	323	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	71258	72016	+							G7066_RS00360	759		old_locus_tag=G7066_00360
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	71258	72016	+	WP_166331824.1	WP_166331824.1		ATP-binding cassette domain-containing protein			G7066_RS00360	759	252	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	72051	73352	-							G7066_RS00365	1302		old_locus_tag=G7066_00365
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	72051	73352	-	WP_244303105.1	WP_244303105.1		glutamyl-tRNA reductase			G7066_RS00365	1302	433	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	73540	74651	+					hemE		G7066_RS00370	1112		pseudo;old_locus_tag=G7066_00370
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	73540	74651	+				uroporphyrinogen decarboxylase	hemE		G7066_RS00370	1112		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	74641	76203	+							G7066_RS00375	1563		old_locus_tag=G7066_00375
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	74641	76203	+	WP_166328186.1	WP_166328186.1		FAD-dependent oxidoreductase			G7066_RS00375	1563	520	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	76243	76962	+							G7066_RS00380	720		old_locus_tag=G7066_00380
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	76243	76962	+	WP_166328188.1	WP_166328188.1		chlorite dismutase family protein			G7066_RS00380	720	239	
gene	pseudogene	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	77088	78169	+							G7066_RS00385	1082		pseudo;old_locus_tag=G7066_00385
CDS	without_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	77088	78169	+				ferrochelatase			G7066_RS00385	1082		pseudo
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	78217	79230	+					hemC		G7066_RS00390	1014		old_locus_tag=G7066_00390
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	78217	79230	+	WP_166331825.1	WP_166331825.1		hydroxymethylbilane synthase	hemC		G7066_RS00390	1014	337	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	79240	80091	+							G7066_RS00395	852		old_locus_tag=G7066_00395
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	79240	80091	+	WP_166328190.1	WP_166328190.1		uroporphyrinogen-III synthase			G7066_RS00395	852	283	
gene	protein_coding	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	80088	81089	+					hemB		G7066_RS00400	1002		old_locus_tag=G7066_00400
CDS	with_protein	GCF_011382985.1	Primary Assembly	chromosome		NZ_CP049933.1	80088	81089	+	WP_244303106.1	WP_244303106.1		porphobilinogen synthase	hemB		G7066_RS00400	1002	333	
