# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	6637	6987	+							EVS81_RS00040	351		old_locus_tag=EVS81_00040
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	6637	6987	+	WP_130108584.1	WP_130108584.1		histidine triad nucleotide-binding protein			EVS81_RS00040	351	116	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	6977	8023	+							EVS81_RS00045	1047		old_locus_tag=EVS81_00045
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	6977	8023	+	WP_130108585.1	WP_130108585.1		PhoH family protein			EVS81_RS00045	1047	348	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	8020	8481	+					ybeY		EVS81_RS00050	462		old_locus_tag=EVS81_00050
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	8020	8481	+	WP_130108586.1	WP_130108586.1		rRNA maturation RNase YbeY	ybeY		EVS81_RS00050	462	153	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	8478	9764	+							EVS81_RS00055	1287		old_locus_tag=EVS81_00055
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	8478	9764	+	WP_130108587.1	WP_130108587.1		hemolysin family protein			EVS81_RS00055	1287	428	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	9761	10729	+					era		EVS81_RS00060	969		old_locus_tag=EVS81_00060
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	9761	10729	+	WP_240739890.1	WP_240739890.1		GTPase Era	era		EVS81_RS00060	969	322	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	10761	11135	+							EVS81_RS00065	375		old_locus_tag=EVS81_00065
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	10761	11135	+	WP_130108588.1	WP_130108588.1		DUF5684 domain-containing protein			EVS81_RS00065	375	124	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	11408	12436	+							EVS81_RS00070	1029		old_locus_tag=EVS81_00070
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	11408	12436	+	WP_130108589.1	WP_130108589.1		hypothetical protein			EVS81_RS00070	1029	342	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	12645	14447	-							EVS81_RS00080	1803		old_locus_tag=EVS81_00080
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	12645	14447	-	WP_130108590.1	WP_130108590.1		DUF2207 domain-containing protein			EVS81_RS00080	1803	600	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	14620	16386	+					leuA		EVS81_RS00085	1767		old_locus_tag=EVS81_00085
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	14620	16386	+	WP_130108591.1	WP_130108591.1		2-isopropylmalate synthase	leuA		EVS81_RS00085	1767	588	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	16466	17089	+					ruvA		EVS81_RS00090	624		old_locus_tag=EVS81_00090
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	16466	17089	+	WP_130108592.1	WP_130108592.1		Holliday junction branch migration protein RuvA	ruvA		EVS81_RS00090	624	207	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	17086	18102	+					ruvB		EVS81_RS00095	1017		old_locus_tag=EVS81_00095
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	17086	18102	+	WP_130108593.1	WP_130108593.1		Holliday junction branch migration DNA helicase RuvB	ruvB		EVS81_RS00095	1017	338	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	18232	18711	+					yajC		EVS81_RS00100	480		old_locus_tag=EVS81_00100
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	18232	18711	+	WP_240739891.1	WP_240739891.1		preprotein translocase subunit YajC	yajC		EVS81_RS00100	480	159	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	18770	20626	+					secD		EVS81_RS00105	1857		old_locus_tag=EVS81_00105
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	18770	20626	+	WP_130108594.1	WP_130108594.1		protein translocase subunit SecD	secD		EVS81_RS00105	1857	618	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	20628	21671	+					secF		EVS81_RS00110	1044		old_locus_tag=EVS81_00110
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	20628	21671	+	WP_130108595.1	WP_130108595.1		protein translocase subunit SecF	secF		EVS81_RS00110	1044	347	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	21762	24011	+							EVS81_RS00115	2250		old_locus_tag=EVS81_00115
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	21762	24011	+	WP_130108596.1	WP_130108596.1		bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			EVS81_RS00115	2250	749	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	24035	24628	-							EVS81_RS00120	594		old_locus_tag=EVS81_00120
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	24035	24628	-	WP_130108597.1	WP_130108597.1		hypothetical protein			EVS81_RS00120	594	197	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	24726	25961	-							EVS81_RS00125	1236		old_locus_tag=EVS81_00125
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	24726	25961	-	WP_130108598.1	WP_130108598.1		DUF349 domain-containing protein			EVS81_RS00125	1236	411	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	26128	27411	+							EVS81_RS00130	1284		old_locus_tag=EVS81_00130
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	26128	27411	+	WP_130111195.1	WP_130111195.1		replication-associated recombination protein A			EVS81_RS00130	1284	427	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	27653	28282	+					rpsD		EVS81_RS00135	630		old_locus_tag=EVS81_00135
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	27653	28282	+	WP_130108599.1	WP_130108599.1		30S ribosomal protein S4	rpsD		EVS81_RS00135	630	209	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	28452	28685	+							EVS81_RS00140	234		old_locus_tag=EVS81_00140
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	28452	28685	+	WP_130108600.1	WP_130108600.1		hypothetical protein			EVS81_RS00140	234	77	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	28737	31391	+					alaS		EVS81_RS00145	2655		old_locus_tag=EVS81_00145
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	28737	31391	+	WP_130108601.1	WP_130108601.1		alanine--tRNA ligase	alaS		EVS81_RS00145	2655	884	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	31405	31902	+					ruvX		EVS81_RS00150	498		old_locus_tag=EVS81_00150
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	31405	31902	+	WP_130108602.1	WP_130108602.1		Holliday junction resolvase RuvX	ruvX		EVS81_RS00150	498	165	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	31899	32996	+					mltG		EVS81_RS00155	1098		old_locus_tag=EVS81_00155
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	31899	32996	+	WP_130108603.1	WP_130108603.1		endolytic transglycosylase MltG	mltG		EVS81_RS00155	1098	365	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	32996	33913	+							EVS81_RS00160	918		old_locus_tag=EVS81_00160
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	32996	33913	+	WP_240739892.1	WP_240739892.1		shikimate dehydrogenase			EVS81_RS00160	918	305	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	33968	35164	+					aroC		EVS81_RS00165	1197		old_locus_tag=EVS81_00165
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	33968	35164	+	WP_130108604.1	WP_130108604.1		chorismate synthase	aroC		EVS81_RS00165	1197	398	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	35161	35883	+							EVS81_RS00170	723		old_locus_tag=EVS81_00170
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	35161	35883	+	WP_130108605.1	WP_130108605.1		shikimate kinase			EVS81_RS00170	723	240	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	35884	36963	+					aroB		EVS81_RS00175	1080		old_locus_tag=EVS81_00175
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	35884	36963	+	WP_130108606.1	WP_130108606.1		3-dehydroquinate synthase	aroB		EVS81_RS00175	1080	359	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	37019	38461	-							EVS81_RS00180	1443		old_locus_tag=EVS81_00180
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	37019	38461	-	WP_240739893.1	WP_240739893.1		AAA family ATPase			EVS81_RS00180	1443	480	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	38553	40421	+							EVS81_RS00185	1869		old_locus_tag=EVS81_00185
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	38553	40421	+	WP_130108608.1	WP_130108608.1		VWA domain-containing protein			EVS81_RS00185	1869	622	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	40452	41357	+							EVS81_RS00190	906		old_locus_tag=EVS81_00190
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	40452	41357	+	WP_130108609.1	WP_130108609.1		hypothetical protein			EVS81_RS00190	906	301	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	41354	41965	-							EVS81_RS00195	612		old_locus_tag=EVS81_00195
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	41354	41965	-	WP_130108610.1	WP_130108610.1		hypothetical protein			EVS81_RS00195	612	203	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	41997	43565	-							EVS81_RS00200	1569		old_locus_tag=EVS81_00200
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	41997	43565	-	WP_130108611.1	WP_130108611.1		HNH endonuclease			EVS81_RS00200	1569	522	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	43753	44319	-							EVS81_RS00205	567		old_locus_tag=EVS81_00205
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	43753	44319	-	WP_130108612.1	WP_130108612.1		thioesterase family protein			EVS81_RS00205	567	188	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	44459	45022	+					efp		EVS81_RS00210	564		old_locus_tag=EVS81_00210
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	44459	45022	+	WP_130108613.1	WP_130108613.1		elongation factor P	efp		EVS81_RS00210	564	187	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	45034	45450	+					nusB		EVS81_RS00215	417		old_locus_tag=EVS81_00215
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	45034	45450	+	WP_130108614.1	WP_130108614.1		transcription antitermination factor NusB	nusB		EVS81_RS00215	417	138	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	45540	46085	+					pyrR		EVS81_RS00220	546		old_locus_tag=EVS81_00220
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	45540	46085	+	WP_130108615.1	WP_130108615.1		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR	pyrR		EVS81_RS00220	546	181	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	46082	47062	+							EVS81_RS00225	981		old_locus_tag=EVS81_00225
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	46082	47062	+	WP_130108616.1	WP_130108616.1		aspartate carbamoyltransferase catalytic subunit			EVS81_RS00225	981	326	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	47059	48450	+							EVS81_RS00230	1392		old_locus_tag=EVS81_00230
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	47059	48450	+	WP_130108617.1	WP_130108617.1		dihydroorotase			EVS81_RS00230	1392	463	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	48447	48995	+							EVS81_RS15710	549		
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	48447	48995	+	WP_165384157.1	WP_165384157.1		hypothetical protein			EVS81_RS15710	549	182	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	48992	50218	+					carA		EVS81_RS00235	1227		old_locus_tag=EVS81_00235
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	48992	50218	+	WP_205879355.1	WP_205879355.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		EVS81_RS00235	1227	408	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	50223	53513	+					carB		EVS81_RS00240	3291		old_locus_tag=EVS81_00240
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	50223	53513	+	WP_130108618.1	WP_130108618.1		carbamoyl-phosphate synthase large subunit	carB		EVS81_RS00240	3291	1096	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	53525	54391	+					pyrF		EVS81_RS00245	867		old_locus_tag=EVS81_00245
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	53525	54391	+	WP_130111198.1	WP_130111198.1		orotidine-5'-phosphate decarboxylase	pyrF		EVS81_RS00245	867	288	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	54448	55356	+					gmk		EVS81_RS00250	909		old_locus_tag=EVS81_00250
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	54448	55356	+	WP_130108619.1	WP_130108619.1		guanylate kinase	gmk		EVS81_RS00250	909	302	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	55415	56413	+							EVS81_RS00255	999		old_locus_tag=EVS81_00255
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	55415	56413	+	WP_240739894.1	WP_240739894.1		DMT family transporter			EVS81_RS00255	999	332	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	56558	57592	+							EVS81_RS00260	1035		old_locus_tag=EVS81_00260
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	56558	57592	+	WP_240739895.1	WP_240739895.1		ABC transporter substrate-binding protein			EVS81_RS00260	1035	344	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	57664	58665	+							EVS81_RS00265	1002		old_locus_tag=EVS81_00265
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	57664	58665	+	WP_205879406.1	WP_205879406.1		iron ABC transporter permease			EVS81_RS00265	1002	333	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	58662	59687	+							EVS81_RS00270	1026		old_locus_tag=EVS81_00270
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	58662	59687	+	WP_240739896.1	WP_240739896.1		iron ABC transporter permease			EVS81_RS00270	1026	341	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	59684	60610	+							EVS81_RS00275	927		old_locus_tag=EVS81_00275
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	59684	60610	+	WP_130108621.1	WP_130108621.1		ABC transporter ATP-binding protein			EVS81_RS00275	927	308	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	60564	61475	+							EVS81_RS00280	912		old_locus_tag=EVS81_00280
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	60564	61475	+	WP_240740092.1	WP_240740092.1		siderophore-interacting protein			EVS81_RS00280	912	303	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	61435	62148	-							EVS81_RS00285	714		old_locus_tag=EVS81_00285
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	61435	62148	-	WP_130108622.1	WP_130108622.1		DNA-3-methyladenine glycosylase			EVS81_RS00285	714	237	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	62278	62829	+							EVS81_RS00290	552		old_locus_tag=EVS81_00290
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	62278	62829	+	WP_130108623.1	WP_130108623.1		DUF308 domain-containing protein			EVS81_RS00290	552	183	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	62854	63393	-							EVS81_RS00295	540		old_locus_tag=EVS81_00295
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	62854	63393	-	WP_130108624.1	WP_130108624.1		YaeQ family protein			EVS81_RS00295	540	179	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	63792	66155	+							EVS81_RS00300	2364		old_locus_tag=EVS81_00300
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	63792	66155	+	WP_205879356.1	WP_205879356.1		arylsulfatase			EVS81_RS00300	2364	787	
gene	tRNA	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	66221	66297	-							EVS81_RS00305	77		old_locus_tag=EVS81_00305
tRNA		GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	66221	66297	-				tRNA-Ile			EVS81_RS00305	77		anticodon=CAT
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	66518	67009	+							EVS81_RS00310	492		old_locus_tag=EVS81_00310
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	66518	67009	+	WP_130108626.1	WP_130108626.1		glutathione peroxidase			EVS81_RS00310	492	163	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	67028	67789	-							EVS81_RS00315	762		old_locus_tag=EVS81_00315
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	67028	67789	-	WP_130108627.1	WP_130108627.1		FCD domain-containing protein			EVS81_RS00315	762	253	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	67973	69085	+							EVS81_RS00320	1113		old_locus_tag=EVS81_00320
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	67973	69085	+	WP_130108628.1	WP_130108628.1		ferrochelatase			EVS81_RS00320	1113	370	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	69085	69834	+							EVS81_RS00325	750		old_locus_tag=EVS81_00325
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	69085	69834	+	WP_205879357.1	WP_205879357.1		chlorite dismutase family protein			EVS81_RS00325	750	249	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	70003	70491	+							EVS81_RS00330	489		old_locus_tag=EVS81_00330
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	70003	70491	+	WP_130108629.1	WP_130108629.1		DNA starvation/stationary phase protection protein			EVS81_RS00330	489	162	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	70594	71382	-							EVS81_RS00335	789		old_locus_tag=EVS81_00335
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	70594	71382	-	WP_130108630.1	WP_130108630.1		glutamine amidotransferase			EVS81_RS00335	789	262	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	71466	72701	-							EVS81_RS00340	1236		old_locus_tag=EVS81_00340
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	71466	72701	-	WP_130108631.1	WP_130108631.1		beta-ketoacyl-[acyl-carrier-protein] synthase family protein			EVS81_RS00340	1236	411	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	72823	73071	-							EVS81_RS00345	249		old_locus_tag=EVS81_00345
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	72823	73071	-	WP_017794148.1	WP_017794148.1		acyl carrier protein			EVS81_RS00345	249	82	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	73158	74162	-							EVS81_RS00350	1005		old_locus_tag=EVS81_00350
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	73158	74162	-	WP_130108632.1	WP_130108632.1		ketoacyl-ACP synthase III			EVS81_RS00350	1005	334	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	74198	75115	-							EVS81_RS00355	918		old_locus_tag=EVS81_00355
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	74198	75115	-	WP_130108633.1	WP_130108633.1		ACP S-malonyltransferase			EVS81_RS00355	918	305	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	75235	76425	-							EVS81_RS00360	1191		old_locus_tag=EVS81_00360
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	75235	76425	-	WP_130108634.1	WP_130108634.1		helix-turn-helix domain-containing protein			EVS81_RS00360	1191	396	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	76460	79186	-					aceE		EVS81_RS00365	2727		old_locus_tag=EVS81_00365
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	76460	79186	-	WP_130108635.1	WP_130108635.1		pyruvate dehydrogenase (acetyl-transferring), homodimeric type	aceE		EVS81_RS00365	2727	908	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	79370	80356	-							EVS81_RS00370	987		old_locus_tag=EVS81_00370
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	79370	80356	-	WP_205879358.1	WP_205879358.1		DJ-1/PfpI family protein			EVS81_RS00370	987	328	
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	80511	81101	+							EVS81_RS00375	591		old_locus_tag=EVS81_00375
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	80511	81101	+	WP_130108637.1	WP_130108637.1		isochorismatase family protein			EVS81_RS00375	591	196	
gene	tRNA	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	81243	81318	-							EVS81_RS00380	76		old_locus_tag=EVS81_00380
tRNA		GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	81243	81318	-				tRNA-Val			EVS81_RS00380	76		anticodon=TAC
gene	protein_coding	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	81403	81861	-							EVS81_RS00385	459		old_locus_tag=EVS81_00385
CDS	with_protein	GCF_004208635.1	Primary Assembly	chromosome		NZ_CP035806.1	81403	81861	-	WP_130108638.1	WP_130108638.1		peroxiredoxin			EVS81_RS00385	459	152	
